Municipality_code;Total_reported;Total_reported_per_100000;Hospital_admission;Hospital_admission_per_100000;Deceased;Deceased_per_100000
"'s-Gravenhage (gemeente)";96;17,6;2;0,4;5;0,9
"'s-Hertogenbosch";10;6,4;0;0;1;0,6
"Aa en Hunze";0;0;0;0;0;0
"Aalsmeer";2;6,3;0;0;0;0
"Aalten";0;0;0;0;0;0
"Achtkarspelen";1;3,6;0;0;0;0
"Alblasserdam";0;0;0;0;0;0
"Albrandswaard";0;0;0;0;0;0
"Alkmaar";2;1,8;0;0;0;0
"Almelo";2;2,7;0;0;0;0
"Almere";10;4,7;0;0;0;0
"Alphen aan den Rijn";5;4,5;1;0,9;0;0
"Alphen-Chaam";0;0;0;0;0;0
"Altena";1;1,8;0;0;0;0
"Ameland";0;0;0;0;0;0
"Amersfoort";6;3,8;1;0,6;0;0
"Amstelveen";7;7,6;0;0;0;0
"Amsterdam";102;11,7;1;0,1;1;0,1
"Apeldoorn";12;7,3;0;0;0;0
"Appingedam";0;0;0;0;0;0
"Arnhem";11;6,8;0;0;0;0
"Assen";0;0;0;0;0;0
"Asten";0;0;0;0;0;0
"Baarle-Nassau";0;0;0;0;0;0
"Baarn";1;4;0;0;0;0
"Barendrecht";4;8,2;0;0;0;0
"Barneveld";6;10,2;0;0;0;0
"Beek (L.)";0;0;0;0;0;0
"Beekdaelen";0;0;0;0;0;0
"Beemster";0;0;0;0;0;0
"Beesel";0;0;0;0;0;0
"Berg en Dal";1;2,9;0;0;0;0
"Bergeijk";0;0;0;0;0;0
"Bergen (L.)";0;0;0;0;0;0
"Bergen (NH.)";0;0;0;0;0;0
"Bergen op Zoom";1;1,5;0;0;1;1,5
"Berkelland";0;0;0;0;0;0
"Bernheze";5;16;0;0;0;0
"Best";0;0;0;0;0;0
"Beuningen";0;0;0;0;0;0
"Beverwijk";1;2,4;0;0;0;0
"Bladel";5;24,5;0;0;0;0
"Blaricum";3;26;0;0;0;0
"Bloemendaal";0;0;0;0;0;0
"Bodegraven-Reeuwijk";5;14,3;0;0;0;0
"Boekel";1;9,3;0;0;0;0
"Borger-Odoorn";0;0;0;0;0;0
"Borne";0;0;0;0;0;0
"Borsele";0;0;0;0;0;0
"Boxmeer";0;0;0;0;0;0
"Boxtel";12;39;0;0;0;0
"Breda";15;8,1;2;1,1;1;0,5
"Brielle";0;0;0;0;0;0
"Bronckhorst";0;0;0;0;0;0
"Brummen";0;0;0;0;0;0
"Brunssum";3;10,8;0;0;1;3,6
"Bunnik";0;0;0;0;0;0
"Bunschoten";2;9,1;0;0;0;0
"Buren";1;3,7;0;0;0;0
"Capelle aan den IJssel";5;7,4;0;0;0;0
"Castricum";0;0;0;0;0;0
"Coevorden";0;0;0;0;0;0
"Cranendonck";1;4,7;0;0;0;0
"Cuijk";3;11,9;0;0;0;0
"Culemborg";2;6,9;0;0;0;0
"Dalfsen";1;3,5;0;0;0;0
"Dantumadiel";0;0;0;0;0;0
"De Bilt";3;7;0;0;0;0
"De Fryske Marren";2;3,9;0;0;0;0
"De Ronde Venen";2;4,5;0;0;0;0
"De Wolden";0;0;0;0;0;0
"Delft";6;5,8;0;0;0;0
"Delfzijl";0;0;0;0;0;0
"Den Helder";0;0;0;0;0;0
"Deurne";0;0;0;0;0;0
"Deventer";28;27,8;0;0;0;0
"Diemen";0;0;0;0;0;0
"Dinkelland";0;0;0;0;0;0
"Doesburg";0;0;0;0;0;0
"Doetinchem";2;3,4;0;0;0;0
"Dongen";1;3,8;0;0;0;0
"Dordrecht";9;7,5;1;0,8;1;0,8
"Drechterland";2;10,1;0;0;0;0
"Drimmelen";0;0;0;0;0;0
"Dronten";3;7,2;0;0;0;0
"Druten";1;5,3;0;0;0;0
"Duiven";1;4;0;0;0;0
"Echt-Susteren";0;0;0;0;0;0
"Edam-Volendam";1;2,8;0;0;0;0
"Ede";7;6;0;0;0;0
"Eemnes";0;0;0;0;0;0
"Eersel";1;5,2;1;5,2;0;0
"Eijsden-Margraten";1;3,9;0;0;0;0
"Eindhoven";9;3,8;0;0;0;0
"Elburg";1;4,3;0;0;0;0
"Emmen";0;0;0;0;0;0
"Enkhuizen";1;5,4;0;0;0;0
"Enschede";6;3,8;0;0;0;0
"Epe";0;0;0;0;0;0
"Ermelo";4;14,8;0;0;0;0
"Etten-Leur";3;6,8;0;0;0;0
"Geertruidenberg";0;0;0;0;0;0
"Geldrop-Mierlo";0;0;0;0;0;0
"Gemert-Bakel";4;13;0;0;1;3,3
"Gennep";0;0;0;0;0;0
"Gilze en Rijen";2;7,6;0;0;0;0
"Goeree-Overflakkee";2;4;1;2;0;0
"Goes";0;0;0;0;0;0
"Goirle";2;8,4;0;0;0;0
"Gooise Meren";7;12,1;0;0;0;0
"Gorinchem";2;5,4;0;0;0;0
"Gouda";5;6,8;0;0;0;0
"Grave";0;0;0;0;0;0
"Groningen (gemeente)";0;0;0;0;0;0
"Gulpen-Wittem";0;0;0;0;0;0
"Haaksbergen";1;4,1;0;0;0;0
"Haaren";2;13,9;0;0;0;0
"Haarlem";8;4,9;0;0;0;0
"Haarlemmermeer";3;1,9;0;0;0;0
"Halderberge";0;0;0;0;0;0
"Hardenberg";0;0;0;0;0;0
"Harderwijk";3;6,2;0;0;0;0
"Hardinxveld-Giessendam";0;0;0;0;0;0
"Harlingen";0;0;0;0;0;0
"Hattem";1;8,2;0;0;0;0
"Heemskerk";2;5,1;0;0;0;0
"Heemstede";2;7,3;0;0;0;0
"Heerde";1;5,4;0;0;0;0
"Heerenveen";0;0;0;0;0;0
"Heerhugowaard";0;0;0;0;0;0
"Heerlen";2;2,3;0;0;0;0
"Heeze-Leende";1;6,2;0;0;0;0
"Heiloo";1;4,2;0;0;0;0
"Hellendoorn";1;2,8;0;0;0;0
"Hellevoetsluis";0;0;0;0;0;0
"Helmond";9;9,7;0;0;0;0
"Hendrik-Ido-Ambacht";1;3,2;0;0;0;0
"Hengelo (O.)";2;2,5;0;0;0;0
"Het Hogeland";3;6,3;0;0;0;0
"Heumen";0;0;0;0;0;0
"Heusden";0;0;0;0;0;0
"Hillegom";1;4,5;0;0;0;0
"Hilvarenbeek";1;6,4;0;0;0;0
"Hilversum";17;18,7;1;1,1;0;0
"Hoeksche Waard";3;3,4;0;0;0;0
"Hof van Twente";0;0;0;0;0;0
"Hollands Kroon";0;0;0;0;0;0
"Hoogeveen";0;0;0;0;0;0
"Hoorn";2;2,7;0;0;0;0
"Horst aan de Maas";9;21,2;0;0;0;0
"Houten";0;0;0;0;0;0
"Huizen";14;33,9;1;2,4;0;0
"Hulst";0;0;0;0;0;0
"IJsselstein";1;2,9;0;0;0;0
"Kaag en Braassem";1;3,7;0;0;0;0
"Kampen";1;1,8;0;0;0;0
"Kapelle";0;0;0;0;0;0
"Katwijk";13;19,8;0;0;0;0
"Kerkrade";0;0;0;0;0;0
"Koggenland";0;0;0;0;0;0
"Krimpen aan den IJssel";0;0;0;0;0;0
"Krimpenerwaard";6;10,7;0;0;1;1,8
"Laarbeek";1;4,4;0;0;0;0
"Landerd";1;6,4;0;0;0;0
"Landgraaf";1;2,7;0;0;0;0
"Landsmeer";0;0;0;0;0;0
"Langedijk";0;0;0;0;0;0
"Lansingerland";2;3,2;0;0;0;0
"Laren (NH.)";0;0;0;0;0;0
"Leeuwarden";1;0,8;0;0;0;0
"Leiden";8;6,4;1;0,8;0;0
"Leiderdorp";3;11,1;0;0;0;0
"Leidschendam-Voorburg";18;23,5;0;0;0;0
"Lelystad";4;5,1;0;0;0;0
"Leudal";0;0;0;0;0;0
"Leusden";0;0;0;0;0;0
"Lingewaard";0;0;0;0;0;0
"Lisse";1;4,4;0;0;0;0
"Lochem";2;5,9;0;0;0;0
"Loon op Zand";2;8,5;0;0;0;0
"Lopik";1;6,9;0;0;0;0
"Loppersum";0;0;0;0;0;0
"Losser";0;0;0;0;0;0
"Maasdriel";7;28;0;0;0;0
"Maasgouw";2;8,3;0;0;0;0
"Maassluis";21;63,2;0;0;2;6
"Maastricht";3;2,5;0;0;0;0
"Medemblik";2;4,4;1;2,2;0;0
"Meerssen";2;10,6;0;0;0;0
"Meierijstad";4;4,9;0;0;0;0
"Meppel";0;0;0;0;1;2,9
"Middelburg (Z.)";2;4,1;0;0;0;0
"Midden-Delfland";8;41,4;0;0;0;0
"Midden-Drenthe";0;0;0;0;0;0
"Midden-Groningen";0;0;0;0;0;0
"Mill en Sint Hubert";1;9,1;0;0;0;0
"Moerdijk";0;0;0;0;0;0
"Molenlanden";0;0;0;0;0;0
"Montferland";3;8,3;0;0;0;0
"Montfoort";0;0;0;0;0;0
"Mook en Middelaar";0;0;0;0;0;0
"Neder-Betuwe";6;24,7;0;0;1;4,1
"Nederweert";0;0;0;0;0;0
"Nieuwegein";4;6,3;0;0;0;0
"Nieuwkoop";2;6,9;0;0;0;0
"Nijkerk";2;4,6;0;0;0;0
"Nijmegen";5;2,8;0;0;0;0
"Nissewaard";7;8,2;0;0;0;0
"Noardeast-Frysl̢n";1;2,2;0;0;0;0
"Noord-Beveland";0;0;0;0;0;0
"Noordenveld";0;0;0;0;0;0
"Noordoostpolder";0;0;0;0;0;0
"Noordwijk";4;9,2;1;2,3;0;0
"Nuenen, Gerwen en Nederwetten";0;0;0;0;0;0
"Nunspeet";1;3,6;0;0;0;0
"Oegstgeest";4;16,1;0;0;0;0
"Oirschot";0;0;0;0;0;0
"Oisterwijk";2;7,6;0;0;0;0
"Oldambt";0;0;0;0;0;0
"Oldebroek";0;0;0;0;0;0
"Oldenzaal";0;0;0;0;0;0
"Olst-Wijhe";0;0;0;0;0;0
"Ommen";0;0;0;0;0;0
"Oost Gelre";10;33,8;1;3,4;0;0
"Oosterhout";1;1,8;0;0;0;0
"Ooststellingwerf";0;0;0;0;0;0
"Oostzaan";0;0;0;0;0;0
"Opmeer";0;0;0;0;0;0
"Opsterland";0;0;0;0;0;0
"Oss";8;8,7;0;0;0;0
"Oude IJsselstreek";0;0;0;0;0;0
"Ouder-Amstel";1;7,1;0;0;0;0
"Oudewater";0;0;0;0;0;0
"Overbetuwe";1;2,1;0;0;0;0
"Papendrecht";5;15,6;0;0;0;0
"Peel en Maas";1;2,3;0;0;0;0
"Pekela";0;0;0;0;0;0
"Pijnacker-Nootdorp";3;5,4;0;0;0;0
"Purmerend";1;1,2;0;0;0;0
"Putten";2;8,3;0;0;0;0
"Raalte";4;10,6;0;0;0;0
"Reimerswaal";0;0;0;0;0;0
"Renkum";0;0;0;0;0;0
"Renswoude";0;0;0;0;0;0
"Reusel-De Mierden";1;7,6;0;0;0;0
"Rheden";1;2,3;0;0;0;0
"Rhenen";0;0;0;0;0;0
"Ridderkerk";2;4,3;0;0;0;0
"Rijssen-Holten";2;5,2;0;0;0;0
"Rijswijk (ZH.)";5;9,2;0;0;0;0
"Roerdalen";0;0;0;0;0;0
"Roermond";1;1,7;0;0;0;0
"Roosendaal";3;3,9;0;0;0;0
"Rotterdam";103;15,8;6;0,9;1;0,2
"Rozendaal";0;0;0;0;0;0
"Rucphen";0;0;0;0;1;4,4
"Schagen";0;0;0;0;0;0
"Scherpenzeel";0;0;0;0;0;0
"Schiedam";17;21,6;1;1,3;0;0
"Schiermonnikoog";0;0;0;0;0;0
"Schouwen-Duiveland";2;5,9;0;0;1;3
"Simpelveld";0;0;0;0;0;0
"Sint Anthonis";0;0;0;0;0;0
"Sint-Michielsgestel";6;20,5;0;0;0;0
"Sittard-Geleen";0;0;0;0;1;1,1
"Sliedrecht";1;4;0;0;0;0
"Sluis";0;0;0;0;0;0
"Smallingerland";0;0;0;0;0;0
"Soest";1;2,1;0;0;0;0
"Someren";0;0;0;0;0;0
"Son en Breugel";0;0;0;0;0;0
"Stadskanaal";0;0;0;0;0;0
"Staphorst";0;0;0;0;0;0
"Stede Broec";1;4,6;0;0;0;0
"Steenbergen";0;0;0;0;0;0
"Steenwijkerland";0;0;0;0;0;0
"Stein (L.)";3;12;0;0;0;0
"Stichtse Vecht";8;12,3;0;0;0;0
"S̼dwest-Frysl̢n";0;0;0;0;0;0
"Terneuzen";1;1,8;0;0;0;0
"Terschelling";0;0;0;0;0;0
"Texel";0;0;0;0;0;0
"Teylingen";4;10,7;1;2,7;0;0
"Tholen";0;0;0;0;0;0
"Tiel";0;0;0;0;0;0
"Tilburg";16;7,3;0;0;0;0
"Tubbergen";0;0;0;0;0;0
"Twenterand";0;0;0;0;0;0
"Tynaarlo";0;0;0;0;0;0
"Tytsjerksteradiel";0;0;0;0;0;0
"Uden";0;0;0;0;0;0
"Uitgeest";1;7,3;0;0;0;0
"Uithoorn";0;0;0;0;0;0
"Urk";0;0;0;0;0;0
"Utrecht (gemeente)";74;20,7;1;0,3;2;0,6
"Utrechtse Heuvelrug";3;6,1;0;0;0;0
"Vaals";0;0;0;0;0;0
"Valkenburg aan de Geul";0;0;0;0;0;0
"Valkenswaard";2;6,4;0;0;0;0
"Veendam";0;0;0;0;0;0
"Veenendaal";2;3;0;0;1;1,5
"Veere";0;0;0;0;0;0
"Veldhoven";1;2,2;0;0;0;0
"Velsen";0;0;0;0;0;0
"Venlo";0;0;0;0;0;0
"Venray";2;4,6;0;0;0;0
"Vijfheerenlanden";1;1,8;0;0;0;0
"Vlaardingen";12;16,3;0;0;0;0
"Vlieland";0;0;0;0;0;0
"Vlissingen";1;2,3;0;0;0;0
"Voerendaal";0;0;0;0;0;0
"Voorschoten";0;0;0;0;0;0
"Voorst";23;93,7;0;0;0;0
"Vught";1;3,8;0;0;0;0
"Waadhoeke";0;0;0;0;0;0
"Waalre";0;0;0;0;0;0
"Waalwijk";1;2,1;0;0;2;4,1
"Waddinxveen";2;6,8;0;0;0;0
"Wageningen";0;0;0;0;0;0
"Wassenaar";2;7,6;0;0;0;0
"Waterland";1;5,7;0;0;0;0
"Weert";2;4;0;0;0;0
"Weesp";0;0;0;0;0;0
"West Betuwe";2;3,9;0;0;1;2
"West Maas en Waal";0;0;0;0;0;0
"Westerkwartier";0;0;0;0;0;0
"Westerveld";1;5,1;0;0;0;0
"Westervoort";4;26,7;0;0;0;0
"Westerwolde";0;0;0;0;0;0
"Westland";6;5,4;0;0;0;0
"Weststellingwerf";0;0;0;0;0;0
"Westvoorne";0;0;0;0;0;0
"Wierden";0;0;0;0;0;0
"Wijchen";5;12,2;1;2,4;0;0
"Wijdemeren";0;0;0;0;0;0
"Wijk bij Duurstede";1;4,2;0;0;0;0
"Winterswijk";2;6,9;0;0;0;0
"Woensdrecht";0;0;0;0;0;0
"Woerden";1;1,9;0;0;0;0
"Wormerland";0;0;0;0;0;0
"Woudenberg";0;0;0;0;0;0
"Zaanstad";6;3,8;0;0;0;0
"Zaltbommel";1;3,5;0;0;0;0
"Zandvoort";2;11,7;0;0;0;0
"Zeewolde";2;8,8;0;0;1;4,4
"Zeist";5;7,7;0;0;0;0
"Zevenaar";5;11,4;0;0;0;0
"Zoetermeer";19;15,2;0;0;1;0,8
"Zoeterwoude";0;0;0;0;0;0
"Zuidplas";4;9,1;0;0;0;0
"Zundert";2;9,2;0;0;1;4,6
"Zutphen";1;2,1;0;0;0;0
"Zwartewaterland";0;0;0;0;0;0
"Zwijndrecht";2;4,5;0;0;0;0
"Zwolle";3;2,3;0;0;0;0